,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
929412,GSM,334,1,147,2862,0,-99.131149,19.386703,1000,15,1,1347370326,1348346071,0
929413,GSM,334,1,76,2061,0,-99.118023,19.381771,1000,24,1,1347370326,1383504083,0
929414,GSM,334,1,76,1542,0,-99.124515,19.385429000000002,1000,13,1,1347370326,1347720179,0
929415,GSM,334,1,76,2163,0,-99.1352,19.394508,1201,20,1,1347370326,1348584856,0
929416,GSM,334,1,76,2801,0,-99.131204,19.387667,1913,297,1,1347370326,1348590255,0
929417,GSM,334,1,76,1593,0,-99.12939899999999,19.388047,2353,310,1,1347370326,1348589918,0
929418,GSM,334,1,76,9622,0,-99.131677,19.386884,1407,194,1,1347370327,1348582364,0
929419,GSM,334,1,76,2132,0,-99.13635,19.389075,1088,31,1,1347370327,1348581434,0
929420,GSM,334,1,76,2511,0,-99.137878,19.39136,1000,28,1,1347370327,1348584737,0
929421,GSM,334,1,76,2532,0,-99.135361,19.401169,1000,3,1,1346952628,1346952628,0
929422,GSM,334,1,76,1203,0,-99.13353000000001,19.401169,1000,6,1,1346952675,1346952675,0
929423,GSM,334,1,76,1202,0,-99.131698608398,19.401168823242,1000,3,1,1346952868,1346952868,0
929424,GSM,334,1,76,9551,0,-99.129549,19.397945,1000,23,1,1346953094,1346953094,0
929425,GSM,334,1,76,383,0,-99.128952026367,19.401168823242,1000,1,1,1346952931,1346952931,0
929426,GSM,334,1,76,2162,0,-99.130325,19.388443,1000,75,1,1347370327,1347975195,0
929427,GSM,334,1,76,2821,0,-99.130325,19.386749,1000,2,1,1346975080,1346975080,0
929428,GSM,334,1,76,2862,0,-99.130984,19.386246,1000,75,1,1347370327,1348586801,0
929429,GSM,334,1,55,1541,0,-99.131693,19.387472,1629,267,1,1347370327,1348268218,0
929430,GSM,334,1,55,9622,0,-99.131272,19.386323,1000,58,1,1347370327,1348267476,0
929431,GSM,334,1,55,3841,0,-99.131108,19.386111,1000,86,1,1347370327,1348268493,0
929432,GSM,334,1,55,1543,0,-99.130875,19.386886999999998,1000,40,1,1347288003,1347288003,0
929433,GSM,334,1,55,3591,0,-99.13118399999999,19.387068,1000,56,1,1347370327,1348268420,0
929434,GSM,334,1,55,2162,0,-99.12974200000001,19.38905,1000,40,1,1347280287,1347280287,0
929435,GSM,334,1,55,3592,0,-99.130914,19.387044,1000,28,1,1347370327,1348268555,0
929436,GSM,334,1,55,2163,0,-99.133137,19.396264000000002,1488,21,1,1347288722,1347288722,0
929437,GSM,334,1,55,1593,0,-99.13084599999999,19.388241,1000,29,1,1347370327,1348268501,0
929438,GSM,334,1,55,1962,0,-99.174351,19.446003,1000,17,1,1347290568,1347290568,0
929439,GSM,334,1,55,2283,0,-99.171432,19.444016,1000,15,1,1347290649,1347290649,0
929440,GSM,334,1,55,251,0,-99.17289699999999,19.448118,1000,16,1,1347290735,1347290735,0
929441,GSM,334,1,55,212,0,-99.17329000000001,19.445899,1000,7,1,1347031405,1347031405,0
929442,GSM,334,1,55,9202,0,-99.17289699999999,19.445572,1000,9,1,1347030902,1347030902,0
929443,GSM,334,1,55,3141,0,-99.16969300000001,19.443512,1000,12,1,1347031699,1347031699,0
929444,GSM,334,1,55,3233,0,-99.173508,19.443893,1000,9,1,1347031011,1347031011,0
929445,GSM,334,1,55,122,0,-99.174614,19.444656,1000,12,1,1347290315,1347290315,0
929446,GSM,334,1,55,211,0,-99.175643920898,19.442367553710998,1000,9,1,1347031378,1347031378,0
929447,GSM,334,1,55,213,0,-99.175643920898,19.442367553710998,1000,1,1,1347031390,1347031390,0
929448,GSM,334,1,55,221,0,-99.17395400000001,19.442368,1000,13,1,1347031567,1347031567,0
929449,GSM,334,1,55,2282,0,-99.168091,19.444885,1000,6,1,1347031785,1347031785,0
929450,GSM,334,1,55,1503,0,-99.16740417480499,19.445114135742,1000,1,1,1347031795,1347031795,0
929451,GSM,334,1,55,1002,0,-99.134383,19.386749,1000,22,1,1347288332,1347288332,0
929452,GSM,334,1,147,3591,0,-99.13116099999999,19.38666,1000,69,1,1347370327,1348347088,0
929453,GSM,334,1,147,2162,0,-99.130966,19.38707,1000,15,1,1347370328,1348345468,0
930653,GSM,334,20,133,39836,0,-99.29898399999999,19.551064999999998,14299,139,1,1347375708,1469263793,0
930654,GSM,334,20,133,29836,0,-99.302674,19.544348,14660,50,1,1347375708,1474239240,0
931680,GSM,334,20,525,29810,0,-99.30031,19.440622,4798,59,1,1347377521,1464977694,0
931769,UMTS,334,20,11020,66901322,0,-102.76639499999999,20.820999999999998,2716,461,1,1347377810,1351099719,0
931781,UMTS,334,20,11020,66849785,0,-102.766113,20.818405,1000,4,1,1347378032,1371513007,0
932596,UMTS,334,20,11030,67524112,0,-98.13580999999999,19.316151,4371,11,1,1347382139,1356737045,0
932597,UMTS,334,20,11030,67540521,0,-98.19099399999999,19.303207,1000,3,1,1347382139,1355310023,0
932598,UMTS,334,20,11030,67524908,0,-98.193054,19.308609,1000,10,1,1347382139,1376764412,0
933331,UMTS,334,20,11020,66847327,0,-102.76634200000001,20.821151999999998,1000,3,1,1347384078,1347403348,0
934341,UMTS,334,20,11038,68058402,0,-104.66743469238001,23.989334106444996,1000,3,1,1346465499,1346465499,0
934342,UMTS,334,20,11038,68078402,0,-104.663361,23.993591000000002,1000,30,1,1346466204,1346466204,0
934343,UMTS,334,20,11038,68028996,0,-104.66221,24.011066,1545,97,1,1346467613,1346467613,0
934344,UMTS,334,20,11038,68048036,0,-104.668533,24.020782,1000,10,1,1347323610,1347323610,0
934345,UMTS,334,20,11038,68028992,0,-104.609844,24.036811,2027,63,1,1347328485,1347328485,0
934346,UMTS,334,20,11038,68068028,0,-104.639229,24.026448000000002,1609,39,1,1347328708,1347328708,0
934347,UMTS,334,20,11038,68028031,0,-104.657697,24.025789000000003,1000,11,1,1347406141,1372070445,0
934348,UMTS,334,20,11038,68068031,0,-104.660437,24.023928,1000,21,1,1347406141,1381410609,0
934349,UMTS,334,20,11038,68078031,0,-104.66056800000001,24.023895,1000,6,1,1347329321,1347329321,0
934350,UMTS,334,20,11038,68064310,0,-104.654663,24.018723,1000,10,1,1347329422,1347329422,0
934351,UMTS,334,20,11038,68044310,0,-104.643567,24.022184,2182,50,1,1347333713,1347333713,0
934352,UMTS,334,20,11038,68054310,0,-104.652328,24.010989000000002,1000,82,1,1347406141,1347502670,0
934353,UMTS,334,20,11038,68074310,0,-104.65232849121,24.008560180664002,1000,3,1,1347406141,1347502461,0
934354,UMTS,334,20,11038,68078288,0,-104.65232849121,24.008560180664002,1000,2,1,1347329773,1347329773,0
934355,UMTS,334,20,11038,68038028,0,-104.616633,24.033216,1000,17,1,1347406148,1492540200,0
934356,UMTS,334,20,11038,68058992,0,-104.60701,24.038315,1000,9,1,1347333850,1347333850,0
934357,UMTS,334,20,11038,68038992,0,-104.596497,24.046065,1000,29,1,1347334006,1347334006,0
934358,UMTS,334,20,11038,68038025,0,-104.592934,24.058342,1225,4,1,1347406148,1347436221,0
934359,UMTS,334,20,11038,68038987,0,-104.587475,24.061741,1257,40,1,1347406148,1367286118,0
934360,UMTS,334,20,11038,68058987,0,-104.59465,24.054565,1000,8,1,1347406148,1374812063,0
934361,UMTS,334,20,11038,68028987,0,-104.60006800000001,24.064542000000003,4206,72,1,1347406149,1374810913,0
934362,UMTS,334,20,11038,68028027,0,-104.631729,24.038498,1000,5,1,1347406153,1365730728,0
934363,UMTS,334,20,11038,68068027,0,-104.63653599999999,24.035339,1000,2,1,1347334988,1347334988,0
934364,UMTS,334,20,11038,68028032,0,-104.64302099999999,24.019547,1000,9,1,1347354633,1347354633,0
934365,UMTS,334,20,11038,68038032,0,-104.634948,24.019976,1056,32,1,1347356288,1347356288,0
934366,UMTS,334,20,11038,68048028,0,-104.626923,24.023209,1000,12,1,1347356356,1347356356,0
934367,UMTS,334,20,11038,68038048,0,-104.590214,24.073422,1000,13,1,1347406154,1363475179,0
934463,UMTS,334,20,11038,68058024,0,-104.59327697754,24.071731567382997,1000,1,1,1347391039,1347391039,0
934464,UMTS,334,20,11038,68028048,0,-104.59223100000001,24.071993,1000,21,1,1347412801,1362062376,0
934465,UMTS,334,20,11038,68078024,0,-104.59327697754,24.071731567382997,1000,3,1,1347397467,1347397467,0
934519,GSM,334,1,4,36712,0,-98.89882800000001,19.412744,2135,7,1,1347415787,1348099258,0
934574,UMTS,334,20,11020,66851322,0,-102.761032,20.820053,1000,5,1,1347420111,1382557849,0
935243,UMTS,334,20,11038,68048288,0,-104.638901,24.007187,1000,9,1,1347445532,1366060126,0
935244,UMTS,334,20,11038,68068288,0,-104.643998,24.008271,1000,76,1,1347427022,1347427022,0
935245,UMTS,334,20,11038,68048039,0,-104.658371,24.003805,1854,80,1,1347445532,1377183733,0
937479,GSM,334,20,3022,23296,0,-98.115923,19.307098999999997,5915,6,1,1347554457,1445377126,0
937487,GSM,334,20,3021,1401,0,-98.122101,19.298172,1000,6,1,1347554775,1348744965,0
937500,GSM,334,20,3022,22832,0,-98.121643,19.298172,1000,2,1,1347555933,1357500573,0
937508,UMTS,334,20,11030,67550519,0,-98.122101,19.298706,1254,36,1,1347556941,1354285792,0
937655,UMTS,334,20,11038,68058034,0,-104.67430114746,24.041519165039002,1000,6,1,1347463855,1347463855,0
937656,UMTS,334,20,11038,68036760,0,-104.66944000000001,24.040283,1000,50,1,1347493491,1347493491,0
937657,UMTS,334,20,11038,68026760,0,-104.66285699999999,24.039382999999997,1186,9,1,1347493537,1347493537,0
937658,UMTS,334,20,11038,68028407,0,-104.688668,24.030163,1000,26,1,1347570654,1376332053,0
937659,UMTS,334,20,11038,68068033,0,-104.680996,24.034739000000002,1000,32,1,1347492396,1347492396,0
937660,UMTS,334,20,11038,68078033,0,-104.682198,24.036369,1068,4,1,1347570654,1369348473,0
937661,UMTS,334,20,11038,68028033,0,-104.677277,24.036942,1000,6,1,1347492669,1347492669,0
937662,UMTS,334,20,11038,68038033,0,-104.675045,24.037399,1000,24,1,1347500584,1347500584,0
937663,UMTS,334,20,11038,68058029,0,-104.658051,24.037971,1000,12,1,1347493602,1347493602,0
937664,UMTS,334,20,11038,68048029,0,-104.656511,24.029971,1000,22,1,1347493760,1347493760,0
937665,UMTS,334,20,11038,68058033,0,-104.678782,24.037182,1000,19,1,1347500437,1347500437,0
937666,GSM,334,20,3713,31665,0,-104.67979431152,24.037399291992003,1000,1,1,1347499332,1347499332,0
937667,UMTS,334,20,11038,68056760,0,-104.666436,24.033154999999997,1000,22,1,1347501101,1347501101,0
937668,UMTS,334,20,11038,68076760,0,-104.665604,24.028113,1000,21,1,1347501235,1347501235,0
937669,UMTS,334,20,11038,68028034,0,-104.664688,24.02504,1000,7,1,1347501281,1347501281,0
937670,UMTS,334,20,11038,68028036,0,-104.66459,24.021311999999998,1000,14,1,1347501367,1347501367,0
937671,UMTS,334,20,11038,68068036,0,-104.66056800000001,24.019422,1000,11,1,1347501427,1347501427,0
937672,UMTS,334,20,11038,68084310,0,-104.654045,24.017487,1000,16,1,1347501511,1347501511,0
937673,UMTS,334,20,11038,68058288,0,-104.648993,24.008167999999998,1000,14,1,1347502716,1347502716,0
937765,GSM,334,1,55,20762,0,-99.131698608398,19.38606262207,1000,1,1,1347268203,1347268203,0
937766,GSM,334,1,55,9553,0,-99.128036,19.391556,1000,9,1,1347269304,1347269304,0
937767,GSM,334,1,55,383,0,-99.126839,19.390604999999997,1000,13,1,1347268936,1347268936,0
937768,GSM,334,1,55,2132,0,-99.128952026367,19.391555786133,1000,2,1,1347269424,1347269424,0
937769,GSM,334,1,55,2512,0,-99.128952026367,19.391555786133,1000,1,1,1347269552,1347269552,0
937770,GSM,334,1,55,2532,0,-99.135056,19.410782,1000,9,1,1347288824,1347288824,0
937771,GSM,334,1,55,2372,0,-99.13444519043001,19.416275024414002,1000,3,1,1347288856,1347288856,0
937772,GSM,334,1,55,2523,0,-99.14405699999999,19.425889,3985,4,1,1347289914,1347289914,0
937773,GSM,334,1,55,9832,0,-99.172897338867,19.449234008789002,1000,2,1,1347290388,1347290388,0
937774,GSM,334,1,55,9833,0,-99.172897338867,19.449234008789002,1000,1,1,1347290103,1347290103,0
937775,GSM,334,1,76,29902,0,-99.129295,19.390183,1000,4,1,1347586197,1347791929,0
937776,GSM,334,1,76,2512,0,-99.132385,19.386663000000002,1000,32,1,1347586197,1348334296,0
937777,GSM,334,1,76,2712,0,-99.13019,19.387623,1000,132,1,1347586197,1348586454,0
937778,GSM,334,1,76,1002,0,-99.130868,19.386658999999998,1000,205,1,1347586197,1348569471,0
937779,GSM,334,1,76,2802,0,-99.13444519043001,19.383316040039002,1000,2,1,1347453711,1347453711,0
937780,GSM,334,1,76,372,0,-99.131698608398,19.38606262207,1000,1,1,1347547078,1347547078,0
937781,GSM,334,1,76,9553,0,-99.131012,19.390217,1000,40,1,1347586217,1348589844,0
938913,UMTS,334,20,11030,67530702,0,-98.20060729980499,19.256973266602,1000,2,1,1347545225,1347545225,0
939121,UMTS,334,3,1500,6653257,0,-102.286603,21.865803,4860,49,1,1347672416,1505340193,0
939225,UMTS,334,20,11026,67287529,0,-105.438538,20.86441,1000,4,1,1347683656,1367081214,0
939857,UMTS,334,20,21070,135701097,0,-106.378555,31.625861999999998,1000,4,1,1347759475,1378397749,0
939858,UMTS,334,20,21070,135711097,0,-106.383133,31.639252000000003,1998,6,1,1347759476,1369846862,0
939859,UMTS,334,20,21070,135691097,0,-106.38404799999999,31.631012,1337,2,1,1347759476,1361739050,0
940066,UMTS,334,20,11094,71738702,0,-93.15788269043001,16.747970581055,1000,1,1,1347782395,1347782395,0
940217,UMTS,334,20,11059,69453702,0,-98.221206665039,19.053726196289002,1000,2,1,1347679800,1347679800,0
940218,GSM,334,20,11030,28439,0,-98.120956420898,19.29817199707,1000,1,1,1347829274,1347829274,0
940321,UMTS,334,20,11016,66633548,0,-100.124588,25.667496,1000,8,1,1347857983,1370755065,0
940322,UMTS,334,20,11016,66613548,0,-100.12596130371,25.675735473632997,1000,6,1,1347756711,1347756711,0
940323,UMTS,334,20,31016,197667135,0,-100.125504,25.672989,1000,6,1,1347857983,1397328286,0
940324,UMTS,334,20,31016,66613548,0,-100.12596130371,25.675735473632997,1000,1,1,1347755305,1347755305,0
940325,UMTS,334,20,31016,197657135,0,-100.12596130371,25.675735473632997,1000,1,1,1347755945,1347755945,0
940326,UMTS,334,20,11016,197667135,0,-100.12596130371,25.675735473632997,1000,1,1,1347756332,1347756332,0
940407,UMTS,334,20,21002,131258000,0,-98.968479,19.317859,20357,21,1,1347859604,1444476803,0
940447,UMTS,334,20,11002,65713407,0,-99.116173,19.224791,3840,23,1,1347860402,1382368075,0
942046,UMTS,334,20,11002,65693407,0,-99.10826899999999,19.195508,6849,33,1,1347929840,1373294701,0
942047,UMTS,334,20,11002,131258000,0,-99.109725952148,19.191055297852,1000,1,1,1347840713,1347840713,0
942423,UMTS,334,20,11002,65687701,0,-99.129864,19.251939,7137,3,1,1347953661,1378156563,0
942424,UMTS,334,20,11002,131238000,0,-99.108352661133,19.191055297852,1000,1,1,1347929014,1347929014,0
942425,UMTS,334,20,21002,131238000,0,-98.97935600000001,19.310535,18971,16,1,1347953661,1444135792,0
942426,UMTS,334,20,21002,65693407,0,-99.108352661133,19.191055297852,1000,1,1,1347929040,1347929040,0
943400,UMTS,334,20,11002,65687702,0,-99.112592,19.257451,1242,23,1,1348006547,1396537035,0
943401,UMTS,334,20,11002,65707702,0,-99.11261999999999,19.257709,1000,28,1,1348006547,1396212992,0
943402,UMTS,334,20,11002,65707335,0,-99.12941,19.263982000000002,1941,87,1,1348006547,1407408960,0
943403,UMTS,334,20,11002,65687335,0,-99.126064,19.262709,1563,68,1,1348006547,1384038749,0
943404,UMTS,334,20,11002,131668143,0,-99.11247253418001,19.256973266602,1000,10,1,1347974478,1347974478,0
943405,UMTS,334,20,21009,65707335,0,-99.11247253418001,19.256973266602,1000,1,1,1347971545,1347971545,0
943406,UMTS,334,20,21009,131711630,0,-99.220043,19.284445,11697,6,1,1348006547,1376175532,0
943407,UMTS,334,20,11002,65717690,0,-99.11247253418001,19.256973266602,1000,3,1,1347974459,1347974459,0
943408,UMTS,334,20,11002,65704309,0,-99.113571,19.254227,1306,5,1,1348006547,1381927254,0
943409,UMTS,334,20,11002,65693428,0,-99.11247253418001,19.256973266602,1000,5,1,1347974776,1347974776,0
943410,UMTS,334,20,11002,131678143,0,-99.11247253418001,19.256973266602,1000,6,1,1347975194,1347975194,0
943444,UMTS,334,20,11030,67523224,0,-98.206271,19.301952,8963,8,1,1348018912,1381606194,0
943445,UMTS,334,20,11030,67522736,0,-98.120956420898,19.29817199707,1000,1,1,1347999338,1347999338,0
944586,UMTS,334,20,11058,69359305,0,-100.3621673584,20.597305297852,1000,1,1,1348050872,1348050872,0
944587,UMTS,334,20,11058,69369305,0,-100.3621673584,20.597305297852,1000,1,1,1348050881,1348050881,0
945973,UMTS,334,20,11030,67522733,0,-98.13605799999999,19.359970999999998,7565,9,1,1348161814,1368358959,0
945998,UMTS,334,20,11002,65712526,0,-99.078265,19.185562,3218,11,1,1348163251,1383571873,0
945999,UMTS,334,20,11002,65692526,0,-99.077225,19.185867000000002,3319,18,1,1348163251,1382632051,0
946200,UMTS,334,20,21027,132875911,0,-99.851947,16.888218,1000,32,1,1348197744,1430826078,0
947691,UMTS,334,20,11077,70584696,0,-86.82478,21.176662,1000,8,1,1348261124,1409639331,0
947692,UMTS,334,20,11077,70594696,0,-86.824341,21.176987,1000,18,1,1348261124,1408741618,0
947693,UMTS,334,20,31077,201696726,0,-86.763611,21.108398,2584,18,1,1348261124,1439838733,0
947694,UMTS,334,20,31077,201666726,0,-86.762192,21.113663,1988,5,1,1348261124,1442332072,0
947695,UMTS,334,20,31077,201656726,0,-86.76311700000001,21.113446,2040,19,1,1348261124,1440263369,0
947696,GSM,334,20,7711,12455,0,-86.764183,21.105079999999997,1000,4,1,1348261124,1425640182,0
947697,GSM,334,20,7711,18957,0,-86.762924,21.109085,1294,6,1,1348261124,1425640182,0
947698,UMTS,334,20,11046,68553217,0,-89.620988,20.994287,1000,41,1,1348241163,1348241163,0
947839,GSM,334,3,2001,30093,0,-116.912765,32.470473999999996,3332,27,1,1348280313,1455597457,0
947840,GSM,334,3,2001,35191,0,-116.90885,32.469609999999996,4631,27,1,1348280313,1454118301,0
947841,GSM,334,3,2001,30252,0,-116.924971,32.472840999999995,2922,6,1,1348280313,1474316776,0
947842,GSM,334,3,2001,30681,0,-116.90620422363001,32.46940612793,1000,3,1,1348195615,1348195615,0
947843,GSM,334,3,2001,30864,0,-116.90973600000001,32.468818,1000,14,1,1348224612,1348224612,0
947844,GSM,334,3,2001,30091,0,-116.93347800000001,32.463914,2342,50,1,1348280313,1488928660,0
947845,GSM,334,3,2001,30053,0,-116.92076100000001,32.467758,1000,5,1,1348280313,1490001272,0
947865,UMTS,334,20,11014,66480242,0,-101.02198100000001,25.449142000000002,1000,13,1,1348286630,1348303420,0
947866,UMTS,334,20,11014,66505039,0,-101.0213470459,25.449142456055004,1000,2,1,1348266674,1348266674,0
947867,UMTS,334,20,11014,66500242,0,-101.02203399999999,25.449142000000002,1000,4,1,1348286630,1348303335,0
947929,GSM,334,3,2009,24445,0,-116.983567,32.460644,6920,21,1,1348299260,1383939635,0
947930,GSM,334,3,2001,30591,0,-116.907715,32.460342,1000,10,1,1348299260,1490001272,0
947932,UMTS,334,20,21040,133706223,0,-103.402597,25.552659,1000,37,1,1348299692,1362706277,0
947933,UMTS,334,20,21040,133696223,0,-103.401195,25.553643,1000,42,1,1348299692,1381619636,0
947934,UMTS,334,20,21040,133737006,0,-103.40248100000001,25.555954,1000,9,1,1348240741,1348240741,0
947935,UMTS,334,20,21040,133697006,0,-103.407128,25.558881,1277,11,1,1348299692,1381619700,0
947936,UMTS,334,20,21040,133747006,0,-103.41362,25.559006,1000,4,1,1348240809,1348240809,0
947937,UMTS,334,20,21040,133696210,0,-103.41693199999999,25.558602,1000,17,1,1348299692,1370691671,0
947938,UMTS,334,20,21040,133746210,0,-103.426338,25.558885999999998,1075,23,1,1348241312,1348241312,0
947939,UMTS,334,20,21040,133736211,0,-103.43109799999999,25.559006,1000,11,1,1348241187,1348241187,0
947940,UMTS,334,20,21040,133696246,0,-103.435249,25.559006,1000,4,1,1348241207,1348241207,0
947941,UMTS,334,20,21040,133746211,0,-103.43982700000001,25.555457999999998,1000,12,1,1348241372,1348241372,0
947942,UMTS,334,20,21040,133696232,0,-103.44438199999999,25.554886,1000,10,1,1348241425,1348241425,0
947943,UMTS,334,20,21040,133736204,0,-103.446965,25.556731,1000,32,1,1348275042,1348275042,0
947944,UMTS,334,20,21040,133696204,0,-103.447266,25.558661999999998,1000,4,1,1348299717,1365797018,0
947945,UMTS,334,20,21040,133716204,0,-103.44738199999999,25.556438,1000,77,1,1348275914,1348275914,0
947946,UMTS,334,20,21040,133706204,0,-103.447037,25.556717000000003,1000,6,1,1348270434,1348270434,0
947947,UMTS,334,20,21040,133726204,0,-103.45361700000001,25.553856,1000,8,1,1348299717,1367773516,0
947948,UMTS,334,20,21040,133706198,0,-103.45409599999999,25.550332,1000,19,1,1348275773,1348275773,0
948073,UMTS,334,20,11014,66485039,0,-101.0213470459,25.449142456055004,1000,2,1,1348267148,1348267148,0
